Name,Market value,Period end
CDPROJEKT,9323640000.0,2017-12-31
CDPROJEKT,13995070000.0,2018-12-31
CDPROJEKT,26865540000.0,2019-12-31
CDPROJEKT,27649830000.0,2020-12-31
CDPROJEKT,19432510000.0,2021-12-31
CDRL,107710000.0,2014-12-31
CDRL,141680000.0,2015-12-31
CDRL,158330000.0,2016-12-31
CDRL,149550000.0,2017-12-31
CDRL,141070000.0,2018-12-31
CDRL,142280000.0,2019-12-31
CDRL,98990000.0,2020-12-31
CDRL,171950000.0,2021-12-31
CELTIC,89950000.0,2013-12-31
CELTIC,180750000.0,2014-12-31
CELTIC,157740000.0,2015-12-31
CELTIC,136050000.0,2016-12-31
CELTIC,254620000.0,2017-12-31
CELTIC,196770000.0,2018-12-31
CELTIC,170090000.0,2019-12-31
CELTIC,167460000.0,2020-12-31
CELTIC,188550000.0,2021-12-31
CEZ,42501190000.0,2013-12-31
CEZ,48688070000.0,2014-12-31
CEZ,37809920000.0,2015-12-31
CEZ,37578580000.0,2016-12-31
CEZ,44115160000.0,2017-12-31
CEZ,48257680000.0,2018-12-31
CEZ,45971220000.0,2019-12-31
CEZ,48419080000.0,2020-12-31
CEZ,81344050000.0,2021-12-31
CFI,11150000.0,2015-12-31
CFI,41360000.0,2016-12-31
CFI,41930000.0,2017-12-31
CFI,1595510000.0,2018-12-31
CFI,825260000.0,2019-12-31
CFI,753740000.0,2020-12-31
CFI,784000000.0,2021-12-31
CHEMOS,36010000.0,2013-12-31
CHEMOS,25260000.0,2014-12-31
CHEMOS,60270000.0,2015-12-31
CHEMOS,31010000.0,2016-12-31
CHEMOS,33509999.999999996,2017-12-31
CHEMOS,8250000.0,2018-12-31
CHEMOS,8250000.0,2019-12-31
CIECH,1636330000.0,2013-12-31
CIECH,2245540000.0,2014-12-31
CIECH,4532190000.0,2015-12-31
CIECH,3072930000.0,2016-12-31
CIECH,3030240000.0,2017-12-31
CIECH,2334610000.0,2018-12-31
CIECH,2092190000.0,2019-12-31
CIECH,1696940000.0,2020-12-31
CIECH,2213400000.0,2021-12-31
CIGAMES,131560000.0,2013-12-31
CIGAMES,108120000.0,2014-12-31
CIGAMES,287900000.0,2015-12-31
CIGAMES,390240000.0,2016-12-31
CIGAMES,155600000.0,2017-12-31
CIGAMES,123910000.0,2018-12-31
CIGAMES,135870000.0,2019-12-31
CIGAMES,237090000.0,2020-12-31
CIGAMES,288680000.0,2021-12-31
CITYSERV,227590000.0,2015-12-31
CITYSERV,323370000.0,2016-12-31
CITYSERV,379000000.0,2017-12-31
CITYSERV,429900000.0,2018-12-31
CITYSERV,288280000.0,2019-12-31
CITYSERV,259200000.0,2020-12-31
CITYSERV,455180000.0,2021-12-31
CLNPHARMA,1102950000.0,2016-12-31
CLNPHARMA,1611000000.0,2017-12-31
CLNPHARMA,1406250000.0,2018-12-31
CLNPHARMA,1786500000.0,2019-12-31
CLNPHARMA,1824750000.0,2020-12-31
CLNPHARMA,1690650000.0,2021-12-31
CNT,46000000.0,2013-12-31
CNT,66269999.99999999,2014-12-31
CNT,69540000.0,2015-12-31
CNT,73540000.0,2016-12-31
CNT,79080000.0,2017-12-31
CNT,109530000.0,2018-12-31
CNT,130900000.0,2019-12-31
CNT,107300000.0,2020-12-31
CNT,164280000.0,2021-12-31
COALENERG,47260000.0,2013-12-31
COALENERG,27910000.0,2014-12-31
COALENERG,23860000.0,2015-12-31
COALENERG,53110000.0,2016-12-31
COALENERG,25210000.0,2017-12-31
COALENERG,16200000.0,2018-12-31
COALENERG,7740000.0,2019-12-31
COALENERG,29260000.0,2020-12-31
COALENERG,126030000.0,2021-12-31
COGNOR,80790000.0,2013-12-31
COGNOR,88740000.0,2014-12-31
COGNOR,55880000.0,2015-12-31
COGNOR,115160000.0,2016-12-31
COGNOR,176740000.0,2017-12-31
COGNOR,192670000.0,2018-12-31
COGNOR,153690000.0,2019-12-31
COGNOR,216900000.0,2020-12-31
COGNOR,659970000.0,2021-12-31
COLIAN,506060000.0,2013-12-31
COLIAN,497460000.0,2014-12-31
COLIAN,763500000.0,2015-12-31
COLIAN,620830000.0,2016-12-31
COLIAN,636250000.0,2017-12-31
COMARCH,781010000.0,2013-12-31
COMARCH,938510000.0,2014-12-31
COMARCH,927610000.0,2015-12-31
COMARCH,1415200000.0,2016-12-31
COMARCH,1545340000.0,2017-12-31
COMARCH,1236270000.0,2018-12-31
COMARCH,1520940000.0,2019-12-31
COMARCH,1581940000.0,2020-12-31
COMARCH,1464000000.0,2021-12-31
COMP,387640000.0,2013-12-31
COMP,319580000.0,2014-12-31
COMP,328760000.0,2015-12-31
COMP,349170000.0,2016-12-31
COMP,363970000.0,2017-12-31
COMP,278150000.0,2018-12-31
COMP,390600000.0,2019-12-31
COMP,320770000.0,2020-12-31
COMP,307750000.0,2021-12-31
COMPERIA,47690000.0,2014-12-31
COMPERIA,17690000.0,2015-12-31
COMPERIA,7550000.0,2016-12-31
COMPERIA,15110000.0,2017-12-31
COMPERIA,24090000.0,2018-12-31
COMPERIA,9830000.0,2019-12-31
COMPERIA,9690000.0,2020-12-31
COMPERIA,21950000.0,2021-12-31
COMPLEX,25500000.0,2013-12-31
CORMAY,258079999.99999997,2013-12-31
CORMAY,94950000.0,2014-12-31
CORMAY,145290000.0,2015-12-31
CORMAY,132550000.00000001,2016-12-31
CORMAY,117350000.0,2017-12-31
CORMAY,93470000.0,2018-12-31
CORMAY,84370000.0,2019-12-31
CORMAY,96840000.0,2020-12-31
CORMAY,96840000.0,2021-12-31
CPGROUP,418980000.0,2014-12-31
CPGROUP,611020000.0,2015-12-31
CPGROUP,669070000.0,2016-12-31
CPGROUP,616800000.0,2017-12-31
CPGROUP,558970000.0,2018-12-31
CPGROUP,736670000.0,2019-12-31
CPGROUP,812500000.0,2020-12-31
CPGROUP,1066010000.0,2021-12-31
CREEPYJAR,540150000.0,2021-12-31
CUBEITG,33479999.999999996,2014-12-31
CUBEITG,37360000.0,2015-12-31
CUBEITG,54690000.0,2016-12-31
CUBEITG,5950000.0,2017-12-31
CUBEITG,600000.0,2018-12-31
CUBEITG,2900000.0,2019-12-31
CYFRPLSAT,6897390000.0,2013-12-31
CYFRPLSAT,15029330000.0,2014-12-31
CYFRPLSAT,13353720000.0,2015-12-31
CYFRPLSAT,15732830000.0,2016-12-31
CYFRPLSAT,15899110000.0,2017-12-31
CYFRPLSAT,14428160000.0,2018-12-31
CYFRPLSAT,17868920000.0,2019-12-31
CYFRPLSAT,19365450000.0,2020-12-31
CYFRPLSAT,22205040000.0,2021-12-31
CZTOREBKA,900310000.0,2013-12-31
CZTOREBKA,217580000.0,2014-12-31
CZTOREBKA,60020000.0,2015-12-31
CZTOREBKA,58520000.0,2016-12-31
CZTOREBKA,37510000.0,2017-12-31
CZTOREBKA,17260000.0,2018-12-31
CZTOREBKA,27760000.0,2019-12-31
CZTOREBKA,43520000.0,2020-12-31
CZTOREBKA,37510000.0,2021-12-31
DADELO,158020000.0,2021-12-31
DATAWALK,244680000.0,2019-12-31
DATAWALK,938120000.0,2020-12-31
DATAWALK,1104250000.0,2021-12-31
DEBICA,1446530000.0,2013-12-31
DEBICA,1228440000.0,2014-12-31
DEBICA,1336110000.0,2015-12-31
DEBICA,1336800000.0,2016-12-31
DEBICA,1449290000.0,2017-12-31
DEBICA,1181520000.0,2018-12-31
DEBICA,1137350000.0,2019-12-31
DEBICA,1076610000.0,2020-12-31
DEBICA,1021400000.0,2021-12-31
DECORA,146940000.0,2013-12-31
DECORA,67820000.0,2014-12-31
DECORA,88170000.0,2015-12-31
DECORA,107270000.0,2016-12-31
DECORA,115290000.0,2017-12-31
DECORA,170680000.0,2018-12-31
DECORA,199340000.0,2019-12-31
DECORA,335400000.0,2020-12-31
DECORA,358600000.0,2021-12-31
DEKPOL,125440000.0,2015-12-31
DEKPOL,93240000.0,2016-12-31
DEKPOL,330320000.0,2017-12-31
DEKPOL,270950000.0,2018-12-31
DEKPOL,208230000.0,2019-12-31
DEKPOL,235820000.0,2020-12-31
DEKPOL,265930000.0,2021-12-31
DELKO,42580000.0,2013-12-31
DELKO,29600000.0,2014-12-31
DELKO,53340000.0,2015-12-31
DELKO,69850000.0,2016-12-31
DELKO,61000000.0,2017-12-31
DELKO,42460000.0,2018-12-31
DELKO,66980000.00000001,2019-12-31
DELKO,94480000.0,2020-12-31
DELKO,93530000.0,2021-12-31
DGA,8230000.0,2013-12-31
DGA,6150000.0,2014-12-31
DGA,5300000.0,2015-12-31
DGA,4010000.0,2016-12-31
DGA,4920000.0,2017-12-31
DGA,9830000.0,2018-12-31
DGA,6990000.0,2019-12-31
DGA,5590000.0,2020-12-31
DGA,8820000.0,2021-12-31
DINOPL,7725550000.0,2017-12-31
DINOPL,9397130000.0,2018-12-31
DINOPL,14117760000.0,2019-12-31
DINOPL,28372780000.0,2020-12-31
DINOPL,36010090000.0,2021-12-31
DMWDM,34650000.0,2013-12-31
DMWDM,14030000.0,2014-12-31
DOMDEV,1262410000.0,2013-12-31
DOMDEV,1063880000.0000001,2014-12-31
DOMDEV,1362170000.0,2015-12-31
DOMDEV,1479520000.0,2016-12-31
DOMDEV,2126250000.0,2017-12-31
DOMDEV,1573010000.0,2018-12-31
DOMDEV,2371470000.0,2019-12-31
DOMDEV,2874900000.0,2020-12-31
DOMDEV,3047810000.0,2021-12-31
DRAGOWSKI,6830000.0,2013-12-31
DRAGOWSKI,4780000.0,2014-12-31
DREWEX,11180000.0,2013-12-31
DREWEX,2330000.0,2014-12-31
DREWEX,1160000.0,2015-12-31
DREWEX,2110000.0,2016-12-31
DREWEX,1700000.0,2017-12-31
DREWEX,570000.0,2018-12-31
DREWEX,1020000.0,2019-12-31
DREWEX,1020000.0,2020-12-31
DREWEX,1020000.0,2021-12-31
DROP,50930000.0,2013-12-31
DROP,8920000.0,2014-12-31
DROP,6770000.0,2015-12-31
DROP,5820000.0,2016-12-31
DROP,2270000.0,2017-12-31
DROP,2490000.0,2018-12-31
DROP,790000.0,2019-12-31
DROZAPOL,29670000.0,2013-12-31
DROZAPOL,21170000.0,2014-12-31
DROZAPOL,10520000.0,2015-12-31
DROZAPOL,11500000.0,2016-12-31
DROZAPOL,11870000.0,2017-12-31
DROZAPOL,8570000.0,2018-12-31
DROZAPOL,7530000.0,2019-12-31
DROZAPOL,11810000.0,2020-12-31
DROZAPOL,36100000.0,2021-12-31
DSS,14610000.0,2013-12-31
DSS,4520000.0,2014-12-31
DTP,146070000.0,2014-12-31
DTP,155000000.0,2015-12-31
DUDA,222400000.0,2013-12-31
DUDA,201550000.0,2014-12-31
DUDA,152900000.0,2015-12-31
DUON,170100000.0,2013-12-31
DUON,192550000.0,2014-12-31
DUON,392950000.0,2015-12-31
ECARD,26940000.0,2013-12-31
ECARD,17890000.0,2014-12-31
ECARD,41680000.0,2015-12-31
ECHO,2765030000.0,2013-12-31
ECHO,2905340000.0,2014-12-31
ECHO,2847570000.0,2015-12-31
ECHO,2145989999.9999998,2016-12-31
ECHO,1877740000.0,2017-12-31
ECHO,1341240000.0,2018-12-31
ECHO,1927270000.0,2019-12-31
ECHO,1667270000.0,2020-12-31
ECHO,1677590000.0,2021-12-31
EDINVEST,36460000.0,2013-12-31
EDINVEST,31250000.0,2014-12-31
EDINVEST,26300000.0,2015-12-31
EDINVEST,25030000.0,2016-12-31
EDINVEST,25280000.0,2017-12-31
EDINVEST,23660000.0,2018-12-31
EDINVEST,29980000.0,2019-12-31
EDINVEST,54250000.0,2020-12-31
EDINVEST,43850000.0,2021-12-31
EFEKT,14400000.0,2013-12-31
EFEKT,21560000.0,2014-12-31
EFEKT,33140000.0,2015-12-31
EFEKT,42630000.0,2016-12-31
EFEKT,39200000.0,2017-12-31
EFEKT,36300000.0,2018-12-31
EFEKT,18150000.0,2019-12-31
EFEKT,26480000.0,2020-12-31
EFEKT,32970000.0,2021-12-31
EFH,11000000.0,2013-12-31
EFH,2640000.0,2014-12-31
EFH,440000.0,2015-12-31
EKANCELAR,37380000.0,2013-12-31
EKANCELAR,9080000.0,2014-12-31
EKANCELAR,530000.0,2015-12-31
EKOEXPORT,480810000.0,2013-12-31
EKOEXPORT,279710000.0,2014-12-31
EKOEXPORT,138430000.0,2015-12-31
EKOEXPORT,177160000.0,2016-12-31
EKOEXPORT,98510000.0,2017-12-31
EKOEXPORT,34580000.0,2018-12-31
EKOEXPORT,72060000.0,2019-12-31
EKOEXPORT,42140000.0,2020-12-31
EKOEXPORT,30110000.0,2021-12-31
ELBUDOWA,522240000.0,2013-12-31
ELBUDOWA,350370000.0,2014-12-31
ELBUDOWA,617190000.0,2015-12-31
ELBUDOWA,505380000.0,2016-12-31
ELBUDOWA,367940000.0,2017-12-31
ELBUDOWA,121540000.0,2018-12-31
ELBUDOWA,35510000.0,2019-12-31
ELBUDOWA,3300000.0,2020-12-31
ELEKTROTI,89850000.0,2013-12-31
ELEKTROTI,101330000.0,2014-12-31
ELEKTROTI,184690000.0,2015-12-31
ELEKTROTI,118500000.0,2016-12-31
ELEKTROTI,87350000.0,2017-12-31
ELEKTROTI,46520000.0,2018-12-31
ELEKTROTI,42930000.0,2019-12-31
ELEKTROTI,60900000.0,2020-12-31
ELEKTROTI,55510000.0,2021-12-31
ELEMENTAL,341450000.0,2013-12-31
ELEMENTAL,495440000.0,2014-12-31
ELEMENTAL,733000000.0,2015-12-31
ELEMENTAL,611970000.0,2016-12-31
ELEMENTAL,395480000.0,2017-12-31
ELEMENTAL,221610000.0,2018-12-31
ELEMENTAL,362240000.0,2019-12-31
ELEMENTAL,412530000.0,2020-12-31
ELKOP,18020000.0,2013-12-31
ELKOP,22410000.0,2014-12-31
ELKOP,14640000.0,2015-12-31
ELKOP,22080000.0,2016-12-31
ELKOP,8470000.0,2017-12-31
ELKOP,9850000.0,2018-12-31
ELKOP,7880000.0,2019-12-31
ELKOP,10910000.0,2020-12-31
ELKOP,20080000.0,2021-12-31
ELZAB,96980000.0,2013-12-31
ELZAB,263029999.99999997,2014-12-31
ELZAB,279170000.0,2015-12-31
ELZAB,238990000.0,2016-12-31
ELZAB,146850000.0,2017-12-31
ELZAB,64870000.00000001,2018-12-31
ELZAB,47770000.0,2019-12-31
ELZAB,91980000.0,2020-12-31
ELZAB,64060000.0,2021-12-31
EMCINSMED,149810000.0,2013-12-31
EMCINSMED,184500000.0,2014-12-31
EMCINSMED,195290000.0,2015-12-31
EMCINSMED,130199999.99999999,2016-12-31
EMCINSMED,129400000.0,2017-12-31
EMCINSMED,91670000.0,2018-12-31
EMCINSMED,142010000.0,2019-12-31
EMCINSMED,250730000.0,2020-12-31
EMCINSMED,451770000.0,2021-12-31
EMPERIA,1134240000.0,2013-12-31
EMPERIA,746840000.0,2014-12-31
EMPERIA,905310000.0,2015-12-31
EMPERIA,802230000.0,2016-12-31
EMPERIA,1229270000.0,2017-12-31
ENAP,21010000.0,2013-12-31
ENAP,20200000.0,2014-12-31
ENAP,18170000.0,2015-12-31
ENAP,19570000.0,2016-12-31
ENAP,22370000.0,2017-12-31
ENAP,22630000.0,2018-12-31
ENAP,27550000.0,2019-12-31
ENAP,26960000.0,2020-12-31
ENAP,40930000.0,2021-12-31
ENEA,6003620000.0,2013-12-31
ENEA,6709930000.0,2014-12-31
ENEA,4988300000.0,2015-12-31
ENEA,4193700000.0,2016-12-31
ENEA,5076590000.0,2017-12-31
ENEA,4370280000.0,2018-12-31
ENEA,3494020000.0,2019-12-31
ENEA,2884830000.0,2020-12-31
ENEA,3756680000.0,2021-12-31
ENELMED,173220000.0,2013-12-31
ENELMED,278090000.0,2014-12-31
ENELMED,217290000.0,2015-12-31
ENELMED,228600000.0,2016-12-31
ENELMED,282570000.0,2017-12-31
ENELMED,245100000.0,2018-12-31
ENELMED,306370000.0,2019-12-31
ENELMED,377070000.0,2020-12-31
ENELMED,500560000.0,2021-12-31
ENERGA,6596090000.0,2013-12-31
ENERGA,9535970000.0,2014-12-31
ENERGA,5233810000.0,2015-12-31
ENERGA,3768010000.0,2016-12-31
ENERGA,5271070000.0,2017-12-31
ENERGA,3689340000.0,2018-12-31
ENERGA,2931600000.0,2019-12-31
ENERGA,3262850000.0,2020-12-31
ENERGA,3167610000.0,2021-12-31
ENERGOINS,306000000.0,2013-12-31
ENERGOINS,211320000.0,2014-12-31
ENERGOINS,161460000.0,2015-12-31
ENERGOINS,90000000.0,2016-12-31
ENERGOINS,20340000.0,2017-12-31
ENERGOINS,13680000.0,2018-12-31
ENERGOINS,13680000.0,2019-12-31
ENERGOINS,13030000.0,2020-12-31
ENERGOINS,22050000.0,2021-12-31
ENERGOPLD,710000.0,2013-12-31
ENTER,447370000.0,2016-12-31
ENTER,504380000.0,2017-12-31
ENTER,375440000.0,2018-12-31
ENTER,771930000.0,2019-12-31
ENTER,684210000.0,2020-12-31
ENTER,546490000.0,2021-12-31
ERBUD,432170000.0,2013-12-31
ERBUD,324150000.0,2014-12-31
ERBUD,354380000.0,2015-12-31
ERBUD,357450000.0,2016-12-31
ERBUD,259440000.0,2017-12-31
ERBUD,121200000.0,2018-12-31
ERBUD,245990000.0,2019-12-31
ERBUD,342220000.0,2020-12-31
ERBUD,657170000.0,2021-12-31
ERG,18190000.0,2013-12-31
ERG,15500000.0,2014-12-31
ERG,16820000.0,2015-12-31
ERG,50520000.0,2016-12-31
ERG,50800000.0,2017-12-31
ERG,38980000.0,2018-12-31
ERG,25930000.0,2019-12-31
ERG,34690000.0,2020-12-31
ERG,42050000.0,2021-12-31
ERGIS,138030000.0,2013-12-31
ERGIS,152220000.0,2014-12-31
ERGIS,171550000.0,2015-12-31
ERGIS,219260000.0,2016-12-31
ERGIS,218560000.0,2017-12-31
ERGIS,93330000.0,2018-12-31
ERGIS,145870000.0,2019-12-31
ESOTIQ,65930000.00000001,2015-12-31
ESOTIQ,21710000.0,2016-12-31
ESOTIQ,57110000.0,2017-12-31
ESOTIQ,38970000.0,2018-12-31
ESOTIQ,26800000.0,2019-12-31
ESOTIQ,40430000.0,2020-12-31
ESOTIQ,133120000.0,2021-12-31
ESSYSTEM,142310000.0,2013-12-31
ESSYSTEM,96440000.0,2014-12-31
ESSYSTEM,115730000.0,2015-12-31
ESSYSTEM,107160000.0,2016-12-31
ESSYSTEM,111450000.0,2017-12-31
ESSYSTEM,90010000.0,2018-12-31
ESSYSTEM,149170000.0,2019-12-31
ESTAR,88780000.0,2013-12-31
ESTAR,45920000.0,2014-12-31
ESTAR,46190000.0,2015-12-31
ESTAR,46190000.0,2016-12-31
ESTAR,17000000.0,2017-12-31
ESTAR,15000000.0,2018-12-31
ESTAR,15000000.0,2019-12-31
ESTAR,24910000.0,2020-12-31
ESTAR,24910000.0,2021-12-31
EUCO,80920000.0,2013-12-31
EUCO,142800000.0,2014-12-31
EUCO,249200000.0,2015-12-31
EUCO,198800000.0,2016-12-31
EUCO,115860000.0,2017-12-31
EUCO,30350000.0,2018-12-31
EUCO,16520000.0,2019-12-31
EUCO,22460000.0,2020-12-31
EUCO,20160000.0,2021-12-31
EUIMPLANT,12200000.0,2013-12-31
EUIMPLANT,1530000.0,2014-12-31
EUROCASH,6601610000.0,2013-12-31
EUROCASH,5268850000.0,2014-12-31
EUROCASH,6733190000.0,2015-12-31
EUROCASH,5472050000.0,2016-12-31
EUROCASH,3683650000.0,2017-12-31
EUROCASH,2449270000.0,2018-12-31
EUROCASH,3039330000.0,2019-12-31
EUROCASH,1955240000.0,2020-12-31
EUROCASH,1508530000.0,2021-12-31
EUROHOLD,318360000.0,2013-12-31
EUROHOLD,276340000.0,2014-12-31
EUROHOLD,178280000.0,2015-12-31
EUROHOLD,271240000.0,2016-12-31
EUROHOLD,375300000.0,2017-12-31
EUROHOLD,699240000.0,2018-12-31
EUROHOLD,1125900000.0,2019-12-31
EUROHOLD,655780000.0,2020-12-31
EUROHOLD,3751200000.0,2021-12-31
EUROTEL,59970000.0,2013-12-31
EUROTEL,54310000.0,2014-12-31
EUROTEL,56110000.0,2015-12-31
EUROTEL,71180000.0,2016-12-31
EUROTEL,88350000.0,2017-12-31
EUROTEL,72530000.0,2018-12-31
EUROTEL,82460000.0,2019-12-31
EUROTEL,104950000.0,2020-12-31
EUROTEL,137940000.0,2021-12-31
EVEREST,26250000.0,2015-12-31
EVEREST,2490000.0,2016-12-31
EVEREST,1590000.0,2017-12-31
EVEREST,1500000.0,2018-12-31
EVEREST,1150000.0,2019-12-31
EVEREST,192000000.0,2020-12-31
EVEREST,24300000.0,2021-12-31
EXILLON,1477820000.0,2013-12-31
EXILLON,1201640000.0,2014-12-31
EXILLON,599210000.0,2015-12-31
EXILLON,914150000.0,2016-12-31
EXILLON,1128960000.0,2017-12-31
FAM,28690000.0,2013-12-31
FAM,17220000.0,2014-12-31
FAM,63770000.0,2015-12-31
FAM,139330000.0,2016-12-31
FAM,86400000.0,2017-12-31
FAMUR,2551950000.0,2013-12-31
FAMUR,1632290000.0,2014-12-31
FAMUR,784850000.0,2015-12-31
FAMUR,2067500000.0,2016-12-31
FAMUR,3468530000.0,2017-12-31
FAMUR,3103720000.0,2018-12-31
FAMUR,1712790000.0,2019-12-31
FAMUR,1293220000.0,2020-12-31
FAMUR,1925460000.0,2021-12-31
FARMACOL,1585820000.0,2013-12-31
FARMACOL,1130220000.0,2014-12-31
FARMACOL,1263600000.0,2015-12-31
FARMACOL,1210010000.0,2016-12-31
FASING,59940000.0,2013-12-31
FASING,52820000.0,2014-12-31
FASING,54070000.0,2015-12-31
FASING,44030000.0,2016-12-31
FASING,52200000.0,2017-12-31
FASING,51580000.0,2018-12-31
FASING,46300000.0,2019-12-31
FASING,32780000.0,2020-12-31
FASING,41640000.0,2021-12-31
FASTFIN,44000000.0,2013-12-31
FASTFIN,32500000.0,2014-12-31
FASTFIN,14750000.0,2015-12-31
FASTFIN,43000000.0,2016-12-31
FASTFIN,38250000.0,2017-12-31
FASTFIN,2250000.0,2018-12-31
FASTFIN,2250000.0,2019-12-31
FASTFIN,1740000.0,2020-12-31
FASTFIN,920000.0,2021-12-31
FEERUM,243120000.0,2013-12-31
FEERUM,128000000.0,2014-12-31
FEERUM,203160000.0,2015-12-31
FEERUM,171210000.0,2016-12-31
FEERUM,131530000.0,2017-12-31
FEERUM,94040000.0,2018-12-31
FEERUM,121130000.0,2019-12-31
FEERUM,95860000.0,2020-12-31
FEERUM,82980000.0,2021-12-31
FENGHUA,270500000.0,2014-12-31
FENGHUA,296640000.0,2015-12-31
FENGHUA,176170000.0,2016-12-31
FENGHUA,176170000.0,2017-12-31
FENGHUA,175970000.0,2018-12-31
FENGHUA,175970000.0,2019-12-31
FENGHUA,175970000.0,2020-12-31
FERRO,227720000.0,2013-12-31
FERRO,196920000.0,2014-12-31
FERRO,218800000.0,2015-12-31
FERRO,258310000.0,2016-12-31
FERRO,353690000.0,2017-12-31
FERRO,295270000.0,2018-12-31
FERRO,320760000.0,2019-12-31
FERRO,531070000.00000006,2020-12-31
FERRO,707380000.0,2021-12-31
FERRUM,180390000.0,2013-12-31
FERRUM,104550000.0,2014-12-31
FERRUM,121730000.0,2015-12-31
FERRUM,89090000.0,2016-12-31
FERRUM,97930000.0,2017-12-31
FERRUM,280870000.0,2018-12-31
FERRUM,234540000.0,2019-12-31
FERRUM,228170000.0,2020-12-31
FERRUM,240330000.0,2021-12-31
FMG,9480000.0,2016-12-31
FMG,6640000.0,2017-12-31
FMG,4750000.0,2018-12-31
FMG,1470000.0,2019-12-31
FMG,2290000.0,2020-12-31
FMG,2980000.0,2021-12-31
FON,90720000.0,2013-12-31
FON,58130000.0,2014-12-31
FON,24700000.0,2015-12-31
FON,28980000.0,2016-12-31
FON,13300000.0,2017-12-31
FON,6300000.0,2018-12-31
FON,4200000.0,2019-12-31
FON,5780000.0,2020-12-31
FON,12230000.0,2021-12-31
FORTE,914420000.0,2013-12-31
FORTE,1223180000.0,2014-12-31
FORTE,1276320000.0,2015-12-31
FORTE,1816480000.0,2016-12-31
FORTE,1196540000.0,2017-12-31
FORTE,544420000.0,2018-12-31
FORTE,729890000.0,2019-12-31
FORTE,981160000.0,2020-12-31
FORTE,1000310000.0,2021-12-31
FORTUNA,925600000.0,2013-12-31
FORTUNA,963560000.0,2014-12-31
FORTUNA,618800000.0,2015-12-31
FORTUNA,741000000.0,2016-12-31
FORTUNA,1467440000.0,2017-12-31
FOTA,7720000.0,2013-12-31
FOTA,6870000.0,2014-12-31
FOTA,4990000.0,2015-12-31
FOTA,8289999.999999999,2016-12-31
FOTA,940000.0,2017-12-31
GAMEOPS,110850000.0,2020-12-31
GAMEOPS,51500000.0,2021-12-31
GAMFACTOR,61020000.0,2020-12-31
GAMFACTOR,39230000.0,2021-12-31
GANT,18930000.0,2013-12-31
GANT,10720000.0,2014-12-31
GEKOPLAST,64599999.99999999,2016-12-31
GEKOPLAST,91890000.0,2017-12-31
GETBACK,1839000000.0,2017-12-31
GETBACK,375000000.0,2018-12-31
GETBACK,375000000.0,2019-12-31
GETBACK,376000000.0,2020-12-31
GETBACK,376000000.0,2021-12-31
GETIN,2756760000.0,2013-12-31
GETIN,1360200000.0,2014-12-31
GETIN,892170000.0,2015-12-31
GETIN,760540000.0,2016-12-31
GETIN,1047520000.0,2017-12-31
GETIN,129039999.99999999,2018-12-31
GETIN,316150000.0,2019-12-31
GETIN,156370000.0,2020-12-31
GETIN,241000000.0,2021-12-31
GETINOBLE,7075880000.0,2013-12-31
GETINOBLE,5803810000.0,2014-12-31
GETINOBLE,1590090000.0,2015-12-31
GETINOBLE,1166060000.0,2016-12-31
GETINOBLE,1460750000.0,2017-12-31
GETINOBLE,372930000.0,2018-12-31
GETINOBLE,313370000.0,2019-12-31
GETINOBLE,236070000.0,2020-12-31
GETINOBLE,339480000.0,2021-12-31
GINOROSSI,123210000.0,2013-12-31
GINOROSSI,141900000.0,2014-12-31
GINOROSSI,104800000.0,2015-12-31
GINOROSSI,117780000.0,2016-12-31
GINOROSSI,55370000.0,2017-12-31
GINOROSSI,26170000.0,2018-12-31
GLCOSMED,90610000.0,2013-12-31
GLCOSMED,223150000.0,2014-12-31
GLCOSMED,159900000.0,2015-12-31
GLCOSMED,507850000.0,2016-12-31
GLCOSMED,179560000.0,2017-12-31
GLCOSMED,82970000.0,2018-12-31
GLCOSMED,108300000.0,2019-12-31
GLCOSMED,384290000.0,2020-12-31
GLCOSMED,400450000.0,2021-12-31
GLOBALNRG,13560000.0,2013-12-31
GLOBCITYHD,2201600000.0,2014-12-31
GOBARTO,186540000.0,2016-12-31
GOBARTO,219900000.0,2017-12-31
GOBARTO,205170000.0,2018-12-31
GOBARTO,186260000.0,2019-12-31
GOBARTO,122880000.0,2020-12-31
GOBARTO,125100000.0,2021-12-31
GORENJE,369360000.0,2013-12-31
GORENJE,581790000.0,2014-12-31
GORENJE,470170000.0,2015-12-31
GORENJE,623070000.0,2016-12-31
GORENJE,542230000.0,2017-12-31
GORENJE,1288080000.0,2018-12-31
GPRE,841560000.0,2017-12-31
GPRE,2258060000.0,2018-12-31
GPW,1741840000.0,2013-12-31
GPW,1918120000.0,2014-12-31
GPW,1508890000.0,2015-12-31
GPW,1675940000.0,2016-12-31
GPW,1972260000.0,2017-12-31
GPW,1538270000.0,2018-12-31
GPW,1649500000.0,2019-12-31
GPW,1918120000.0,2020-12-31
GPW,1738480000.0,2021-12-31
GRAAL,112790000.0,2013-12-31
GRAAL,149930000.0,2014-12-31
GRAAL,235970000.0,2015-12-31
GRAAL,255390000.0,2016-12-31
GRAJEWO,1414280000.0,2013-12-31
GRAJEWO,1587970000.0,2014-12-31
GRAJEWO,1322480000.0,2015-12-31
GRAVITON,5360000.0,2015-12-31
GRAVITON,4040000.0,2016-12-31
GRAVITON,1200000.0,2017-12-31
GRAVITON,3280000.0,2018-12-31
GRAVITON,57880000.0,2019-12-31
